Bias,FreqShift
-0.85,-15.459
-0.851,-15.456
-0.852,-15.476
-0.853,-15.364
-0.854,-15.454
-0.855,-15.496
-0.856,-15.464
-0.857,-15.414
-0.858,-15.428
-0.859,-15.56
-0.86,-16.132
-0.861,-16.278
-0.862,-16.33
-0.863,-16.417
-0.864,-15.639
-0.865,-15.654
-0.866,-15.671
-0.867,-15.673
-0.868,-15.793
-0.869,-15.787
-0.87,-15.7
-0.871,-15.835
-0.872,-15.719
-0.873,-15.579
-0.874,-15.774
-0.875,-15.785
-0.876,-15.745
-0.877,-15.776
-0.878,-15.713
-0.879,-15.929
-0.88,-15.898
-0.881,-16.003
-0.882,-15.986
-0.883,-15.949
-0.884,-15.951
-0.885,-16.046
-0.886,-15.978
-0.887,-15.969
-0.888,-16.061
-0.889,-16.052
-0.89,-16.04
-0.891,-16.065
-0.892,-15.887
-0.893,-16.023
-0.894,-16.034
-0.895,-16.145
-0.896,-16.103
-0.897,-16.171
-0.898,-16.18
-0.899,-16.259
-0.9,-16.277
-0.901,-16.274
-0.902,-16.259
-0.903,-16.299
-0.904,-16.311
-0.905,-16.348
-0.906,-16.178
-0.907,-16.171
-0.908,-16.329
-0.909,-16.375
-0.91,-16.352
-0.911,-16.251
-0.912,-16.265
-0.913,-16.436
-0.914,-16.354
-0.915,-16.952
-0.916,-17.222
-0.917,-17.158
-0.918,-17.154
-0.919,-16.59
-0.92,-16.635
-0.921,-16.571
-0.922,-16.678
-0.923,-16.678
-0.924,-16.678
-0.925,-16.74
-0.926,-16.636
-0.927,-16.678
-0.928,-16.698
-0.929,-16.65
-0.93,-16.768
-0.931,-16.783
-0.932,-16.72
-0.933,-16.702
-0.934,-16.633
-0.935,-16.688
-0.936,-16.703
-0.937,-16.748
-0.938,-16.703
-0.939,-16.835
-0.94,-16.94
-0.941,-16.756
-0.942,-16.935
-0.943,-16.971
-0.944,-16.701
-0.945,-16.772
-0.946,-17.001
-0.947,-16.922
-0.948,-16.919
-0.949,-17.102
-0.95,-17.087
-0.951,-16.898
-0.952,-16.911
-0.953,-17.042
-0.954,-17.02
-0.955,-17.077
-0.956,-17.147
-0.957,-17.04
-0.958,-17.32
-0.959,-17.189
-0.96,-17.235
-0.961,-17.11
-0.962,-17.25
-0.963,-17.227
-0.964,-17.318
-0.965,-17.172
-0.966,-17.33
-0.967,-17.351
-0.968,-17.318
-0.969,-17.334
-0.97,-17.253
-0.971,-17.15
-0.972,-17.192
-0.973,-17.229
-0.974,-17.401
-0.975,-17.183
-0.976,-17.386
-0.977,-17.465
-0.978,-17.442
-0.979,-17.37
-0.98,-17.483
-0.981,-17.499
-0.982,-17.507
-0.983,-17.518
-0.984,-17.474
-0.985,-17.631
-0.986,-17.62
-0.987,-17.606
-0.988,-17.686
-0.989,-17.705
-0.99,-17.726
-0.991,-17.843
-0.992,-17.647
-0.993,-17.666
-0.994,-17.695
-0.995,-17.608
-0.996,-17.597
-0.997,-17.756
-0.998,-17.74
-0.999,-17.68
-1,-17.75
-1.001,-17.936
-1.002,-18.011
-1.003,-17.758
-1.004,-17.903
-1.005,-17.925
-1.006,-18.002
-1.007,-17.991
-1.008,-18.022
-1.009,-17.995
-1.01,-17.92
-1.011,-17.977
-1.012,-17.97
-1.013,-18.043
-1.014,-18.014
-1.015,-17.991
-1.016,-18.09
-1.017,-18.09
-1.018,-18.064
-1.019,-18.054
-1.02,-18.109
-1.021,-17.989
-1.022,-18.078
-1.023,-18.016
-1.024,-18.231
-1.025,-18.087
-1.026,-18.178
-1.027,-18.243
-1.028,-18.229
-1.029,-18.218
-1.03,-18.222
-1.031,-18.171
-1.032,-18.255
-1.033,-18.383
-1.034,-18.437
-1.035,-18.389
-1.036,-18.22
-1.037,-18.367
-1.038,-18.532
-1.039,-18.469
-1.04,-18.355
-1.041,-18.38
-1.042,-18.499
-1.043,-18.456
-1.044,-18.566
-1.045,-18.584
-1.046,-18.683
-1.047,-18.698
-1.048,-18.692
-1.049,-18.741
-1.05,-18.536
-1.051,-18.706
-1.052,-18.586
-1.053,-18.612
-1.054,-18.805
-1.055,-18.791
-1.056,-18.822
-1.057,-18.703
-1.058,-18.708
-1.059,-18.75
-1.06,-18.736
-1.061,-18.866
-1.062,-18.887
-1.063,-18.893
-1.064,-19.057
-1.065,-19.083
-1.066,-19.043
-1.067,-18.865
-1.068,-18.962
-1.069,-19.104
-1.07,-19.029
-1.071,-19.002
-1.072,-19.061
-1.073,-19.176
-1.074,-19.256
-1.075,-19.137
-1.076,-19.059
-1.077,-19.111
-1.078,-19.191
-1.079,-19.123
-1.08,-19.255
-1.081,-19.23
-1.082,-19.247
-1.083,-19.156
-1.084,-19.352
-1.085,-19.129
-1.086,-19.313
-1.087,-19.29
-1.088,-19.305
-1.089,-19.363
-1.09,-19.287
-1.091,-19.52
-1.092,-19.393
-1.093,-19.464
-1.094,-19.572
-1.095,-19.485
-1.096,-19.545
-1.097,-19.511
-1.098,-19.499
-1.099,-19.563
-1.1,-19.556
-1.101,-19.586
-1.102,-19.741
-1.103,-19.725
-1.104,-19.702
-1.105,-19.706
-1.106,-19.686
-1.107,-19.884
-1.108,-19.801
-1.109,-19.801
-1.11,-19.773
-1.111,-19.685
-1.112,-19.814
-1.113,-19.895
-1.114,-19.843
-1.115,-19.673
-1.116,-19.856
-1.117,-19.81
-1.118,-20.636
-1.119,-20.762
-1.12,-20.93
-1.121,-20.841
-1.122,-20.543
-1.123,-19.822
-1.124,-20.589
-1.125,-20.935
-1.126,-20.056
-1.127,-20.09
-1.128,-20.166
-1.129,-20.112
-1.13,-20.011
-1.131,-20.117
-1.132,-20.18
-1.133,-20.198
-1.134,-20.302
-1.135,-20.166
-1.136,-20.23
-1.137,-20.309
-1.138,-20.304
-1.139,-20.422
-1.14,-20.3
-1.141,-20.356
-1.142,-20.22
-1.143,-20.356
-1.144,-20.453
-1.145,-20.332
-1.146,-20.498
-1.147,-20.481
-1.148,-20.426
-1.149,-20.931
-1.15,-21.397
-1.151,-21.685
-1.152,-21.599
-1.153,-21.581
-1.154,-21.596
-1.155,-21.692
-1.156,-21.65
-1.157,-21.644
-1.158,-20.886
-1.159,-20.727
-1.16,-20.748
-1.161,-20.672
-1.162,-20.788
-1.163,-20.833
-1.164,-20.803
-1.165,-20.827
-1.166,-20.891
-1.167,-20.777
-1.168,-20.862
-1.169,-20.758
-1.17,-20.849
-1.171,-20.931
-1.172,-20.962
-1.173,-20.888
-1.174,-20.852
-1.175,-20.959
-1.176,-20.946
-1.177,-21.056
-1.178,-21.075
-1.179,-21.057
-1.18,-21.076
-1.181,-21.793
-1.182,-22.132
-1.183,-22.163
-1.184,-22.189
-1.185,-21.519
-1.186,-21.365
-1.187,-21.419
-1.188,-21.104
-1.189,-21.206
-1.19,-22.116
-1.191,-22.111
-1.192,-22.351
-1.193,-22.226
-1.194,-22.309
-1.195,-22.314
-1.196,-22.262
-1.197,-22.444
-1.198,-22.411
-1.199,-22.424
-1.2,-22.542
-1.201,-22.329
-1.202,-21.601
-1.203,-21.576
-1.204,-21.573
-1.205,-22.031
-1.206,-22.479
-1.207,-22.1
-1.208,-21.703
-1.209,-21.709
-1.21,-21.677
-1.211,-21.743
-1.212,-21.783
-1.213,-21.781
-1.214,-21.73
-1.215,-21.829
-1.216,-21.897
-1.217,-21.85
-1.218,-21.755
-1.219,-21.817
-1.22,-21.765
-1.221,-21.945
-1.222,-22.044
-1.223,-21.9
-1.224,-21.849
-1.225,-21.969
-1.226,-22.133
-1.227,-21.947
-1.228,-21.938
-1.229,-22.138
-1.23,-22.113
-1.231,-22.083
-1.232,-22.109
-1.233,-22.14
-1.234,-22.118
-1.235,-22.052
-1.236,-22.126
-1.237,-22.24
-1.238,-22.215
-1.239,-22.209
-1.24,-22.331
-1.241,-22.142
-1.242,-22.36
-1.243,-22.296
-1.244,-22.265
-1.245,-22.288
-1.246,-22.36
-1.247,-22.424
-1.248,-22.447
-1.249,-22.515
-1.25,-22.412
-1.251,-22.444
-1.252,-22.504
-1.253,-22.464
-1.254,-22.438
-1.255,-23.041
-1.256,-23.486
-1.257,-23.517
-1.258,-23.526
-1.259,-23.605
-1.26,-23.108
-1.261,-22.601
-1.262,-22.712
-1.263,-22.69
-1.264,-22.684
-1.265,-22.696
-1.266,-23.348
-1.267,-23.727
-1.268,-23.827
-1.269,-23.881
-1.27,-23.814
-1.271,-23.827
-1.272,-23.831
-1.273,-23.81
-1.274,-23.856
-1.275,-23.902
-1.276,-23.857
-1.277,-23.857
-1.278,-24.081
-1.279,-23.955
-1.28,-23.999
-1.281,-24.09
-1.282,-23.958
-1.283,-24.126
-1.284,-24.105
-1.285,-24.154
-1.286,-24.182
-1.287,-24.248
-1.288,-24.288
-1.289,-23.195
-1.29,-23.171
-1.291,-24.008
-1.292,-24.178
-1.293,-24.2
-1.294,-24.429
-1.295,-24.462
-1.296,-24.384
-1.297,-24.258
-1.298,-24.402
-1.299,-24.356
-1.3,-24.489
-1.301,-24.438
-1.302,-24.555
-1.303,-24.547
-1.304,-24.498
-1.305,-24.595
-1.306,-24.452
-1.307,-24.619
-1.308,-24.633
-1.309,-24.669
-1.31,-24.51
-1.311,-24.542
-1.312,-24.817
-1.313,-24.782
-1.314,-24.801
-1.315,-24.876
-1.316,-24.803
-1.317,-24.81
-1.318,-24.857
-1.319,-24.87
-1.32,-24.922
-1.321,-24.999
-1.322,-24.947
-1.323,-24.621
-1.324,-24.093
-1.325,-24.036
-1.326,-24.058
-1.327,-24.189
-1.328,-25.073
-1.329,-25.076
-1.33,-25.152
-1.331,-25.189
-1.332,-25.137
-1.333,-25.273
-1.334,-24.34
-1.335,-24.404
-1.336,-24.417
-1.337,-24.39
-1.338,-24.429
-1.339,-24.405
-1.34,-24.511
-1.341,-24.388
-1.342,-24.585
-1.343,-24.403
-1.344,-24.558
-1.345,-24.601
-1.346,-24.702
-1.347,-24.547
-1.348,-24.637
-1.349,-24.717
-1.35,-24.696
-1.351,-24.568
-1.352,-24.747
-1.353,-25.582
-1.354,-25.592
-1.355,-25.693
-1.356,-25.603
-1.357,-25.697
-1.358,-25.718
-1.359,-25.742
-1.36,-25.77
-1.361,-25.877
-1.362,-25.858
-1.363,-25.759
-1.364,-25.755
-1.365,-25.88
-1.366,-25.799
-1.367,-25.922
-1.368,-25.834
-1.369,-25.947
-1.37,-26.012
-1.371,-26.089
-1.372,-25.988
-1.373,-26.186
-1.374,-26.076
-1.375,-26.103
-1.376,-26.052
-1.377,-26.06
-1.378,-26.055
-1.379,-25.964
-1.38,-26.192
-1.381,-26.189
-1.382,-26.33
-1.383,-26.284
-1.384,-26.263
-1.385,-26.265
-1.386,-26.369
-1.387,-26.314
-1.388,-26.25
-1.389,-26.32
-1.39,-26.443
-1.391,-26.419
-1.392,-26.444
-1.393,-26.488
-1.394,-26.483
-1.395,-26.562
-1.396,-26.505
-1.397,-26.671
-1.398,-26.653
-1.399,-26.676
-1.4,-26.789
-1.401,-26.688
-1.402,-26.635
-1.403,-25.674
-1.404,-25.682
-1.405,-25.828
-1.406,-26.759
-1.407,-26.738
-1.408,-26.697
-1.409,-26.716
-1.41,-26.855
-1.411,-26.681
-1.412,-26.883
-1.413,-26.776
-1.414,-26.049
-1.415,-26.881
-1.416,-27.101
-1.417,-26.955
-1.418,-27.005
-1.419,-27.077
-1.42,-27.032
-1.421,-27.097
-1.422,-26.964
-1.423,-27.356
-1.424,-27.184
-1.425,-27.328
-1.426,-27.214
-1.427,-27.179
-1.428,-27.152
-1.429,-27.343
-1.43,-27.27
-1.431,-27.332
-1.432,-27.323
-1.433,-27.376
-1.434,-27.365
-1.435,-27.546
-1.436,-27.505
-1.437,-27.544
-1.438,-27.523
-1.439,-27.441
-1.44,-27.488
-1.441,-26.756
-1.442,-26.918
-1.443,-26.887
-1.444,-26.974
-1.445,-27.68
-1.446,-27.783
-1.447,-27.723
-1.448,-27.797
-1.449,-27.851
-1.45,-27.771
-1.451,-27.203
-1.452,-27.044
-1.453,-27.899
-1.454,-27.884
-1.455,-27.78
-1.456,-27.851
-1.457,-27.87
-1.458,-28.035
-1.459,-28.106
-1.46,-27.961
-1.461,-27.942
-1.462,-28.197
-1.463,-28.051
-1.464,-28.135
-1.465,-28.128
-1.466,-28.197
-1.467,-28.116
-1.468,-28.224
-1.469,-28.326
-1.47,-28.386
-1.471,-28.204
-1.472,-28.351
-1.473,-28.299
-1.474,-28.523
-1.475,-28.468
-1.476,-28.384
-1.477,-28.47
-1.478,-28.57
-1.479,-28.512
-1.48,-28.525
-1.481,-28.449
-1.482,-28.384
-1.483,-28.462
-1.484,-28.506
-1.485,-28.571
-1.486,-28.659
-1.487,-28.664
-1.488,-28.694
-1.489,-28.748
-1.49,-28.907
-1.491,-28.635
-1.492,-28.831
-1.493,-28.852
-1.494,-28.817
-1.495,-29.058
-1.496,-28.902
-1.497,-28.879
-1.498,-28.773
-1.499,-28.836
-1.5,-28.897
-1.501,-28.877
-1.502,-28.874
-1.503,-29.202
-1.504,-28.891
-1.505,-29.292
-1.506,-29.239
-1.507,-29.173
-1.508,-29.326
-1.509,-29.194
-1.51,-28.508
-1.511,-28.6
-1.512,-29.379
-1.513,-29.405
-1.514,-29.183
-1.515,-29.447
-1.516,-29.461
-1.517,-29.663
-1.518,-29.34
-1.519,-29.578
-1.52,-29.407
-1.521,-29.644
-1.522,-29.458
-1.523,-29.515
-1.524,-29.695
-1.525,-29.705
-1.526,-29.709
-1.527,-29.53
-1.528,-29.659
-1.529,-29.839
-1.53,-29.723
-1.531,-29.879
-1.532,-29.749
-1.533,-29.961
-1.534,-29.86
-1.535,-29.89
-1.536,-29.754
-1.537,-29.849
-1.538,-30.014
-1.539,-29.961
-1.54,-30.01
-1.541,-30.09
-1.542,-30.161
-1.543,-30.28
-1.544,-30.144
-1.545,-30.186
-1.546,-30.361
-1.547,-30.19
-1.548,-30.401
-1.549,-30.4
-1.55,-30.449
-1.551,-30.219
-1.552,-30.288
-1.553,-30.503
-1.554,-30.402
-1.555,-30.474
-1.556,-30.327
-1.557,-30.576
-1.558,-30.564
-1.559,-30.509
-1.56,-30.736
-1.561,-30.536
-1.562,-30.973
-1.563,-30.733
-1.564,-30.599
-1.565,-30.762
-1.566,-30.733
-1.567,-30.889
-1.568,-30.721
-1.569,-30.862
-1.57,-30.683
-1.571,-30.745
-1.572,-30.953
-1.573,-30.972
-1.574,-30.953
-1.575,-30.777
-1.576,-30.934
-1.577,-30.927
-1.578,-30.945
-1.579,-31.075
-1.58,-30.898
-1.581,-31.199
-1.582,-31.113
-1.583,-31.251
-1.584,-31.214
-1.585,-31.256
-1.586,-31.277
-1.587,-31.279
-1.588,-31.297
-1.589,-31.57
-1.59,-31.38
-1.591,-31.241
-1.592,-31.494
-1.593,-31.53
-1.594,-31.506
-1.595,-31.523
-1.596,-31.54
-1.597,-31.614
-1.598,-31.67
-1.599,-31.526
-1.6,-31.775
-1.601,-31.547
-1.602,-31.49
-1.603,-31.567
-1.604,-31.568
-1.605,-31.798
-1.606,-31.639
-1.607,-31.709
-1.608,-31.804
-1.609,-31.701
-1.61,-31.925
-1.611,-31.879
-1.612,-32.029
-1.613,-31.921
-1.614,-32.012
-1.615,-31.938
-1.616,-32.037
-1.617,-32.011
-1.618,-32.218
-1.619,-32.197
-1.62,-32.285
-1.621,-32.196
-1.622,-32.323
-1.623,-32.175
-1.624,-32.35
-1.625,-32.239
-1.626,-32.249
-1.627,-32.538
-1.628,-32.459
-1.629,-32.624
-1.63,-32.469
-1.631,-32.724
-1.632,-32.218
-1.633,-32.531
-1.634,-32.672
-1.635,-32.557
-1.636,-32.712
-1.637,-32.702
-1.638,-32.594
-1.639,-32.714
-1.64,-32.711
-1.641,-32.718
-1.642,-32.704
-1.643,-32.712
-1.644,-32.809
-1.645,-32.883
-1.646,-32.946
-1.647,-32.862
-1.648,-33.058
-1.649,-33.018
-1.65,-32.899
-1.651,-33.04
-1.652,-33.008
-1.653,-32.934
-1.654,-33.038
-1.655,-33.17
-1.656,-33.192
-1.657,-33.415
-1.658,-33.227
-1.659,-33.19
-1.66,-33.324
-1.661,-33.23
-1.662,-33.245
-1.663,-33.391
-1.664,-33.522
-1.665,-33.394
-1.666,-33.637
-1.667,-33.751
-1.668,-33.385
-1.669,-33.662
-1.67,-33.663
-1.671,-33.611
-1.672,-33.594
-1.673,-33.624
-1.674,-33.724
-1.675,-33.611
-1.676,-33.895
-1.677,-33.894
-1.678,-33.692
-1.679,-33.874
-1.68,-33.816
-1.681,-33.712
-1.682,-33.791
-1.683,-33.756
-1.684,-33.85
-1.685,-34.031
-1.686,-34.244
-1.687,-33.838
-1.688,-33.929
-1.689,-33.911
-1.69,-34.109
-1.691,-34.046
-1.692,-34.116
-1.693,-34.203
-1.694,-34.294
-1.695,-34.434
-1.696,-34.305
-1.697,-34.462
-1.698,-34.521
-1.699,-34.589
-1.7,-34.579
-1.701,-34.481
-1.702,-34.438
-1.703,-34.48
-1.704,-34.459
-1.705,-34.457
-1.706,-34.498
-1.707,-34.931
-1.708,-34.89
-1.709,-34.848
-1.71,-34.738
-1.711,-34.825
-1.712,-34.687
-1.713,-34.872
-1.714,-34.813
-1.715,-34.786
-1.716,-34.736
-1.717,-34.766
-1.718,-34.902
-1.719,-35.074
-1.72,-34.8
-1.721,-34.95
-1.722,-35.156
-1.723,-35.254
-1.724,-35.289
-1.725,-35.462
-1.726,-35.072
-1.727,-35.175
-1.728,-35.197
-1.729,-35.349
-1.73,-35.344
-1.731,-35.263
-1.732,-35.275
-1.733,-35.358
-1.734,-35.436
-1.735,-35.377
-1.736,-35.519
-1.737,-35.332
-1.738,-35.581
-1.739,-35.408
-1.74,-35.758
-1.741,-35.452
-1.742,-35.579
-1.743,-35.445
-1.744,-35.596
-1.745,-35.828
-1.746,-35.904
-1.747,-35.839
-1.748,-35.704
-1.749,-35.976
-1.75,-35.884
-1.751,-35.955
-1.752,-36
-1.753,-36.058
-1.754,-36.195
-1.755,-36.007
-1.756,-36.203
-1.757,-36.188
-1.758,-36.257
-1.759,-36.175
-1.76,-36.371
-1.761,-36.413
-1.762,-36.379
-1.763,-36.525
-1.764,-36.647
-1.765,-36.723
-1.766,-36.529
-1.767,-36.467
-1.768,-36.343
-1.769,-36.445
-1.77,-36.573
-1.771,-36.477
-1.772,-36.672
-1.773,-36.864
-1.774,-36.841
-1.775,-36.576
-1.776,-36.839
-1.777,-36.784
-1.778,-36.638
-1.779,-36.706
-1.78,-36.838
-1.781,-36.848
-1.782,-36.966
-1.783,-36.854
-1.784,-37.092
-1.785,-36.968
-1.786,-37.035
-1.787,-37.053
-1.788,-36.863
-1.789,-37.26
-1.79,-37.116
-1.791,-37.224
-1.792,-37.257
-1.793,-37.325
-1.794,-37.136
-1.795,-37.051
-1.796,-37.365
-1.797,-37.27
-1.798,-37.311
-1.799,-37.42
-1.8,-37.439
-1.801,-37.509
-1.802,-37.518
-1.803,-37.513
-1.804,-37.538
-1.805,-37.779
-1.806,-37.472
-1.807,-37.466
-1.808,-37.789
-1.809,-37.614
-1.81,-37.92
-1.811,-37.929
-1.812,-37.773
-1.813,-37.954
-1.814,-37.77
-1.815,-38.156
-1.816,-37.899
-1.817,-38.197
-1.818,-38.23
-1.819,-38.134
-1.82,-38.302
-1.821,-38.247
-1.822,-38.267
-1.823,-38.256
-1.824,-38.18
-1.825,-38.071
-1.826,-38.267
-1.827,-38.297
-1.828,-38.354
-1.829,-38.286
-1.83,-38.249
-1.831,-38.502
-1.832,-38.465
-1.833,-38.567
-1.834,-38.504
-1.835,-38.533
-1.836,-38.434
-1.837,-38.559
-1.838,-38.627
-1.839,-38.579
-1.84,-38.682
-1.841,-38.815
-1.842,-38.661
-1.843,-38.831
-1.844,-39.017
-1.845,-38.737
-1.846,-39.06
-1.847,-39.043
-1.848,-38.807
-1.849,-39.14
-1.85,-39.076
-1.851,-39.288
-1.852,-39.255
-1.853,-39.316
-1.854,-39.234
-1.855,-39.342
-1.856,-39.423
-1.857,-39.046
-1.858,-39.342
-1.859,-39.348
-1.86,-39.229
-1.861,-39.367
-1.862,-39.539
-1.863,-39.508
-1.864,-39.281
-1.865,-39.584
-1.866,-39.617
-1.867,-39.471
-1.868,-39.587
-1.869,-39.622
-1.87,-39.817
-1.871,-39.769
-1.872,-39.942
-1.873,-39.832
-1.874,-39.682
-1.875,-39.873
-1.876,-40.145
-1.877,-39.989
-1.878,-40.01
-1.879,-40.121
-1.88,-40.032
-1.881,-40.077
-1.882,-40.233
-1.883,-40.205
-1.884,-40.329
-1.885,-40.449
-1.886,-40.271
-1.887,-40.232
-1.888,-40.338
-1.889,-40.232
-1.89,-40.371
-1.891,-40.53
-1.892,-40.457
-1.893,-40.327
-1.894,-40.673
-1.895,-40.704
-1.896,-40.76
-1.897,-40.442
-1.898,-40.687
-1.899,-40.426
-1.9,-40.597
-1.901,-40.561
-1.902,-40.898
-1.903,-40.55
-1.904,-40.519
-1.905,-40.645
-1.906,-40.876
-1.907,-40.612
-1.908,-41.017
-1.909,-40.811
-1.91,-40.861
-1.911,-41.289
-1.912,-40.922
-1.913,-41.016
-1.914,-40.947
-1.915,-41.074
-1.916,-41.147
-1.917,-41.323
-1.918,-41.388
-1.919,-41.504
-1.92,-41.411
-1.921,-41.595
-1.922,-41.941
-1.923,-41.451
-1.924,-41.648
-1.925,-41.43
-1.926,-41.278
-1.927,-41.407
-1.928,-41.962
-1.929,-41.817
-1.93,-41.593
-1.931,-41.764
-1.932,-41.466
-1.933,-41.706
-1.934,-41.971
-1.935,-41.953
-1.936,-42.111
-1.937,-41.919
-1.938,-41.98
-1.939,-41.959
-1.94,-42.23
-1.941,-41.795
-1.942,-42.271
-1.943,-41.929
-1.944,-42.279
-1.945,-42.279
-1.946,-42.249
-1.947,-42.503
-1.948,-42.237
-1.949,-42.46
-1.95,-42.537
-1.951,-42.845
-1.952,-42.582
-1.953,-42.555
-1.954,-42.517
-1.955,-42.497
-1.956,-42.445
-1.957,-42.713
-1.958,-42.658
-1.959,-42.799
-1.96,-43.192
-1.961,-43.02
-1.962,-42.807
-1.963,-43.111
-1.964,-43.156
-1.965,-43.053
-1.966,-43.002
-1.967,-42.934
-1.968,-42.989
-1.969,-43.085
-1.97,-43.136
-1.971,-42.996
-1.972,-43.32
-1.973,-43.463
-1.974,-43.364
-1.975,-43.479
-1.976,-43.57
-1.977,-43.423
-1.978,-43.635
-1.979,-43.724
-1.98,-43.793
-1.981,-43.491
-1.982,-43.88
-1.983,-43.805
-1.984,-44.032
-1.985,-43.912
-1.986,-43.943
-1.987,-43.941
-1.988,-44.133
-1.989,-44.289
-1.99,-44.047
-1.991,-44.001
-1.992,-44.272
-1.993,-44.064
-1.994,-44.09
-1.995,-44.242
-1.996,-44.307
-1.997,-44.258
-1.998,-44.488
-1.999,-44.614
-2,-44.38
-2.001,-44.446
-2.002,-44.325
-2.003,-44.378
-2.004,-44.422
-2.005,-44.485
-2.006,-44.409
-2.007,-44.814
-2.008,-44.684
-2.009,-44.655
-2.01,-44.721
-2.011,-44.905
-2.012,-44.608
-2.013,-44.824
-2.014,-44.778
-2.015,-44.801
-2.016,-45.107
-2.017,-45.213
-2.018,-45.302
-2.019,-45.136
-2.02,-45.233
-2.021,-45.155
-2.022,-45.19
-2.023,-45.351
-2.024,-45.032
-2.025,-45.35
-2.026,-45.315
-2.027,-45.338
-2.028,-45.375
-2.029,-45.376
-2.03,-45.362
-2.031,-45.538
-2.032,-45.556
-2.033,-45.744
-2.034,-45.639
-2.035,-45.679
-2.036,-45.569
-2.037,-45.546
-2.038,-45.902
-2.039,-45.445
-2.04,-45.684
-2.041,-45.833
-2.042,-45.846
-2.043,-45.806
-2.044,-45.822
-2.045,-45.894
-2.046,-45.928
-2.047,-46.153
-2.048,-46.042
-2.049,-46.335
-2.05,-46.244
-2.051,-46.205
-2.052,-46.136
-2.053,-46.289
-2.054,-46.256
-2.055,-46.215
-2.056,-46.303
-2.057,-46.241
-2.058,-46.053
-2.059,-46.296
-2.06,-46.34
-2.061,-46.269
-2.062,-46.3
-2.063,-46.522
-2.064,-46.617
-2.065,-46.756
-2.066,-46.626
-2.067,-46.746
-2.068,-46.759
-2.069,-46.612
-2.07,-46.673
-2.071,-46.933
-2.072,-46.933
-2.073,-46.739
-2.074,-46.989
-2.075,-46.947
-2.076,-47.068
-2.077,-46.93
-2.078,-47.409
-2.079,-47.079
-2.08,-47.218
-2.081,-47.432
-2.082,-47.496
-2.083,-47.459
-2.084,-47.431
-2.085,-47.864
-2.086,-47.423
-2.087,-47.603
-2.088,-47.736
-2.089,-47.869
-2.09,-47.65
-2.091,-47.839
-2.092,-47.689
-2.093,-47.445
-2.094,-47.565
-2.095,-47.828
-2.096,-48.094
-2.097,-48.121
-2.098,-48.032
-2.099,-47.752
-2.1,-47.922
-2.101,-47.852
-2.102,-48.164
-2.103,-48.291
-2.104,-48.295
-2.105,-48.523
-2.106,-48.333
-2.107,-48.142
-2.108,-48.238
-2.109,-48.306
-2.11,-48.452
-2.111,-48.541
-2.112,-48.371
-2.113,-48.341
-2.114,-48.077
-2.115,-48.396
-2.116,-48.699
-2.117,-48.794
-2.118,-48.843
-2.119,-48.438
-2.12,-48.855
-2.121,-48.473
-2.122,-48.519
-2.123,-48.499
-2.124,-48.803
-2.125,-48.804
-2.126,-49.032
-2.127,-48.894
-2.128,-48.868
-2.129,-49.049
-2.13,-49.425
-2.131,-49.177
-2.132,-49.207
-2.133,-49.129
-2.134,-49.406
-2.135,-49.165
-2.136,-49.432
-2.137,-49.079
-2.138,-49.404
-2.139,-49.527
-2.14,-49.453
-2.141,-49.458
-2.142,-49.571
-2.143,-49.834
-2.144,-49.399
-2.145,-49.357
-2.146,-49.445
-2.147,-49.579
-2.148,-49.863
-2.149,-49.781
-2.15,-49.902
-2.151,-49.768
-2.152,-49.658
-2.153,-49.644
-2.154,-49.816
-2.155,-49.885
-2.156,-50.32
-2.157,-50.124
-2.158,-50.181
-2.159,-50.263
-2.16,-50.211
-2.161,-50.782
-2.162,-50.662
-2.163,-50.386
-2.164,-50.623
-2.165,-50.388
-2.166,-50.275
-2.167,-49.966
-2.168,-50.413
-2.169,-50.333
-2.17,-50.439
-2.171,-50.642
-2.172,-50.746
-2.173,-50.538
-2.174,-50.873
-2.175,-50.79
-2.176,-50.967
-2.177,-51.023
-2.178,-51.017
-2.179,-51.02
-2.18,-51.117
-2.181,-51.141
-2.182,-51.093
-2.183,-51.343
-2.184,-51.04
-2.185,-51.084
-2.186,-50.948
-2.187,-50.772
-2.188,-51.146
-2.189,-51.187
-2.19,-51.623
-2.191,-51.724
-2.192,-51.816
-2.193,-51.775
-2.194,-51.639
-2.195,-51.861
-2.196,-51.747
-2.197,-51.653
-2.198,-51.899
-2.199,-52.179
-2.2,-52.032
-2.201,-52.074
-2.202,-52.155
-2.203,-51.884
-2.204,-52.219
-2.205,-52.355
-2.206,-52.615
-2.207,-52.461
-2.208,-52.499
-2.209,-52.289
-2.21,-52.287
-2.211,-52.52
-2.212,-52.669
-2.213,-52.341
-2.214,-52.278
-2.215,-52.285
-2.216,-52.327
-2.217,-52.5
-2.218,-52.456
-2.219,-52.461
-2.22,-52.724
-2.221,-52.457
-2.222,-52.95
-2.223,-53.166
-2.224,-53.181
-2.225,-52.994
-2.226,-52.851
-2.227,-53.031
-2.228,-53.292
-2.229,-53.013
-2.23,-52.931
-2.231,-53.168
-2.232,-53.162
-2.233,-53.104
-2.234,-52.851
-2.235,-53.026
-2.236,-53.256
-2.237,-53.159
-2.238,-53.194
-2.239,-53.44
-2.24,-53.458
-2.241,-53.696
-2.242,-53.466
-2.243,-53.435
-2.244,-53.974
-2.245,-53.782
-2.246,-53.888
-2.247,-53.867
-2.248,-53.505
